policy,n,full_clear_rate,clear_ratio_mean,virtual_mean_s,virtual_median_s,virtual_p90_s,virtual_p95_s,virtual_max_s,virtual_mean_ci_low_s,virtual_mean_ci_high_s,average_per_clear_mean_s,average_per_clear_median_s,average_per_clear_p90_s,average_per_clear_p95_s,average_per_clear_max_s,average_per_clear_mean_ci_low_s,average_per_clear_mean_ci_high_s,wall_mean_s,wall_p95_s,wall_max_s,action_count_mean,found_to_clear_mean_s,failed_clear_count_mean,coverage_complete_rate,movement_s_mean,switching_s_mean,measurement_s_mean,optical_s_mean,laser_s_mean
candidate_019_grid10_center_approach,5,1.0,1.0,4793.851395064678,4764.464545841016,4907.919510925919,4917.891377790138,4927.863244654358,4720.883912899242,4876.697000555332,299.6157121915424,297.7790341150635,306.74496943286994,307.3682111118836,307.99145279089737,294.5567780444761,304.79356253470814,7.959604039997794,10.500873040012083,11.01324250001926,190.6,2833.660111878253,3.0,1.0,3691.6513950646777,155.2,858.0,57.0,32.0
candidate_025_grid10_center_shared1,5,1.0,1.0,4877.823578639253,4853.621870552513,5115.1659266582465,5185.344233271465,5255.522539884684,4720.861364486695,5074.815778912531,304.86397366495333,303.3513669095321,319.6978704161404,324.08401457946655,328.47015874279276,295.3047890194918,317.17598618203317,6.239684639999178,7.374672419996932,7.463379399996484,198.6,2918.0062481845234,3.4,1.0,3725.823578639253,165.8,896.0,58.2,32.0
candidate_026_grid10_center_shared3,5,1.0,1.0,5003.772097137511,4871.202820305942,5314.554716458078,5424.454930223376,5534.355143988675,4825.619942553489,5275.625574431169,312.73575607109444,304.45017626912136,332.15966977862985,339.028433138961,345.8971964992922,301.60124640959305,329.7265984019481,5.592076499998802,6.805814959987765,6.958512299985159,205.0,2960.7350020403533,2.8,1.0,3807.1720971375094,177.2,931.0,56.4,32.0
candidate_027_grid10_geometry750_shared3,5,1.0,1.0,5262.493631435858,5326.475403506771,5442.289390136895,5472.143187736225,5501.996985335555,5070.677073993433,5419.67479260424,328.90585196474115,332.9047127191732,340.14308688355595,342.00894923351404,343.8748115834722,316.9255210601621,338.4097210504359,5.094130619993666,5.904691119998461,6.074967900000047,206.0,3133.288464657895,2.0,1.0,4057.493631435858,179.0,940.0,54.0,32.0
