policy,n,full_clear_rate,clear_ratio_mean,virtual_mean_s,virtual_median_s,virtual_p90_s,virtual_p95_s,virtual_max_s,virtual_mean_ci_low_s,virtual_mean_ci_high_s,average_per_clear_mean_s,average_per_clear_median_s,average_per_clear_p90_s,average_per_clear_p95_s,average_per_clear_max_s,average_per_clear_mean_ci_low_s,average_per_clear_mean_ci_high_s,wall_mean_s,wall_p95_s,wall_max_s,action_count_mean,found_to_clear_mean_s,failed_clear_count_mean,coverage_complete_rate,movement_s_mean,switching_s_mean,measurement_s_mean,optical_s_mean,laser_s_mean
candidate_006_grid10_offset750,5,1.0,1.0,4948.191895626855,4860.6832076627525,5210.58392575701,5278.933952708304,5347.283979659598,4783.1200198960705,5162.678863646335,309.2619934766784,303.79270047892203,325.6614953598131,329.933372044269,334.2052487287249,298.9450012435044,322.6104461930121,6.123877320007887,6.929623939999146,6.999723799992353,184.4,2935.876039885142,0.0,1.0,3868.1918956268555,158.0,842.0,48.0,32.0
candidate_015_grid10_multi_geometry,5,1.0,1.0,10037.085120404281,9944.247935655134,10593.862312898154,10638.417908297413,10682.97350369667,9628.053041518715,10418.019221379396,627.3178200252676,621.5154959784459,662.1163945561347,664.9011192685883,667.6858439810419,601.7533150949197,651.1701044266971,8.0085683399986,8.547853700007545,8.586458400008269,205.2,5929.582847071035,1.2,1.0,8836.285120404282,177.2,940.0,51.6,32.0
candidate_016_grid10_multi_geometry_travel1e3,5,1.0,1.0,9513.466020670461,9674.781206433418,10239.868790698472,10383.114796596577,10526.360802494683,8893.690092667639,10069.55287148622,594.5916262919038,604.6738254020886,639.9917994186545,648.9446747872861,657.8975501559177,555.8556307917274,629.9267414681407,7.911853820004035,8.391383420000784,8.40990420000162,206.8,5466.993889579031,2.0,1.0,8307.666020670462,175.8,944.0,54.0,32.0
candidate_017_grid10_multi_geometry_travel5e3,5,1.0,1.0,7135.939763796332,7251.420994523557,7734.991476075482,7879.559629965303,8024.127783855125,6693.554747673792,7586.083044959121,445.99623523727075,453.2138121577223,483.4369672547176,492.47247687283146,501.5079864909453,418.2143380864685,474.1301903099451,8.036108459997923,9.104287300008583,9.22815750000882,206.4,4180.264156765375,1.8,1.0,5939.539763796331,168.0,943.0,53.4,32.0
candidate_018_grid5_multi_geometry_travel1e3,5,1.0,1.0,7020.52142154029,7021.91598211471,7949.377452966957,8138.374446210972,8327.371439454986,6286.66843464811,7787.7861202986005,438.78258884626814,438.86974888216935,496.8360908104348,508.64840288818573,520.4607149659366,393.8922997439261,485.023778732684,13.600120240001706,16.14380346001126,16.42635250001331,182.8,3866.916775775929,0.2,1.0,5947.121421540291,159.8,833.0,48.6,32.0
