policy,cases,sources,successful_cases,all_clear,mean_case_s,total_time_per_source_s,ratio_ci_low_s,ratio_ci_high_s,p90_case_s,p95_case_s,max_case_s,mean_wall_s,max_wall_s,unexpected_clear_failures,mean_laser_s,mean_measurement_s,mean_movement_s,mean_optical_s,mean_switching_s
candidate_041_dynamic_open_route_deferred_cross_view,30,399,30,True,3652.452487356203,274.6204877711431,263.6210243937902,286.75020176471264,4017.4421396251646,4130.52162562815,4332.001414465556,5.953812110003977,7.223551699978998,0,26.6,638.1666666666666,2832.1858206895367,41.3,114.2
candidate_049_joint_completion,30,399,30,True,3411.048036162592,256.4697771550821,246.14664625379766,268.76259977166643,3748.106517594128,3787.6849662046816,3840.734622681765,6.745312330002586,11.928054700023495,0,26.6,610.8333333333334,2622.4480361625924,40.5,110.66666666666667
