label,strategy,cases,all_clear_case_rate,mean_virtual_time_s,delta_mean_virtual_vs_baseline_pct,p95_virtual_time_s,max_virtual_time_s,mean_movement_distance_m,mean_measure_count,mean_no_signal_count,mean_no_signal_rate,mean_first_clear_time_s,mean_measurements_before_first_clear,mean_wall_time_s,strategy_config
replacement_aware_s731,replacement_aware_clear_probe,1000,1.0,8919.614127002855,-2.3641629272027065,9911.166176178542,10931.00266557532,29679.170635014278,492.588,444.79,0.9004545282917065,1135.0402217789783,88.572,0.579784340953156,"{""grid_spacing"": 600.0, ""grid_half_extent"": 1800.0, ""lattice_spacing"": 731.0, ""replacement_distance_m"": 400.0, ""max_replaced_waypoints"": 2}"
clear_probe_final,clear_probe,1000,1.0,9135.59446451244,0.0,10113.218805165494,11820.430745952035,30669.87232256219,495.564,448.028,0.9014386082834563,1136.2483877550624,88.787,0.05233325318811694,"{""grid_spacing"": 600.0, ""grid_half_extent"": 1800.0, ""lattice_spacing"": 735.0, ""replacement_distance_m"": 400.0, ""max_replaced_waypoints"": 2}"
