policy,n,full_clear_rate,clear_ratio_mean,virtual_mean_s,virtual_median_s,virtual_p90_s,virtual_p95_s,virtual_max_s,virtual_mean_ci_low_s,virtual_mean_ci_high_s,average_per_clear_mean_s,average_per_clear_median_s,average_per_clear_p90_s,average_per_clear_p95_s,average_per_clear_max_s,average_per_clear_mean_ci_low_s,average_per_clear_mean_ci_high_s,wall_mean_s,wall_p95_s,wall_max_s,action_count_mean,found_to_clear_mean_s,failed_clear_count_mean,coverage_complete_rate,movement_s_mean,switching_s_mean,measurement_s_mean,optical_s_mean,laser_s_mean
champion_000_geometry_baseline,5,1.0,1.0,5260.259037142236,5247.831713203846,5682.984610737799,5797.743102753859,5912.501594769919,4971.073851680022,5595.771264014722,328.76618982138973,327.9894820752404,355.18653817111243,362.35894392211617,369.53134967311996,310.6542149912429,352.9146026339682,3.2366425399959553,3.568174059991725,3.620733499992639,194.6,3084.483915968945,0.2,1.0,4124.059037142235,163.6,892.0,48.6,32.0
