policy,n,full_clear_rate,clear_ratio_mean,virtual_mean_s,virtual_median_s,virtual_p90_s,virtual_p95_s,virtual_max_s,virtual_mean_ci_low_s,virtual_mean_ci_high_s,average_per_clear_mean_s,average_per_clear_median_s,average_per_clear_p90_s,average_per_clear_p95_s,average_per_clear_max_s,average_per_clear_mean_ci_low_s,average_per_clear_mean_ci_high_s,wall_mean_s,wall_p95_s,wall_max_s,action_count_mean,found_to_clear_mean_s,failed_clear_count_mean,coverage_complete_rate,movement_s_mean,switching_s_mean,measurement_s_mean,optical_s_mean,laser_s_mean
candidate_001_upper_bound_focus,20,1.0,1.0,5448.9414523820815,5464.743167010216,5846.169829851319,5871.734602429234,5892.0618460043725,5327.402070852896,5569.110587469521,340.5588407738801,341.5464479381385,365.38561436570745,366.9834126518271,368.2538653752733,332.88895895708555,348.2368483975917,2.959406755001692,3.3730163300104326,3.6255648999940604,190.25,3112.883020682353,0.25,0.45,4346.891452382081,151.3,870.0,48.75,32.0
champion_000_geometry_baseline,20,1.0,1.0,5516.866575103895,5560.2690770214795,5793.647654631918,5886.337960476861,6070.129006956934,5407.4620753691015,5628.571999953455,344.80416094399345,347.51681731384247,362.1029784144949,367.8961225298038,379.3830629348084,338.0978584501853,351.67097127843283,2.903206675000547,3.3809069900016766,3.6445488999888767,201.75,3294.6935024124264,0.25,1.0,4345.1665751038945,163.45,927.5,48.75,32.0
