policy,n,full_clear_rate,clear_ratio_mean,virtual_mean_s,virtual_median_s,virtual_p90_s,virtual_p95_s,virtual_max_s,virtual_mean_ci_low_s,virtual_mean_ci_high_s,average_per_clear_mean_s,average_per_clear_median_s,average_per_clear_p90_s,average_per_clear_p95_s,average_per_clear_max_s,average_per_clear_mean_ci_low_s,average_per_clear_mean_ci_high_s,wall_mean_s,wall_p95_s,wall_max_s,action_count_mean,found_to_clear_mean_s,failed_clear_count_mean,coverage_complete_rate,movement_s_mean,switching_s_mean,measurement_s_mean,optical_s_mean,laser_s_mean
candidate_006_grid10_offset750,5,1.0,1.0,4948.191895626855,4860.6832076627525,5210.58392575701,5278.933952708304,5347.283979659598,4783.1200198960705,5161.767139088193,309.2619934766784,303.79270047892203,325.6614953598131,329.933372044269,334.2052487287249,298.9450012435044,322.66742897789595,4.357213179994142,4.859052719990723,4.898818799993023,184.4,2935.876039885142,0.0,1.0,3868.1918956268555,158.0,842.0,48.0,32.0
candidate_009_grid10_enroute,5,1.0,1.0,4998.070715593349,4928.312760435582,5337.98948422764,5350.543974463264,5363.098464698888,4745.109087811719,5238.477853139355,312.3794197245843,308.0195475272239,333.6243427642275,334.408998403954,335.1936540436805,296.56931798823246,328.18952146093613,3.316054939996684,3.6523171599954365,3.7189829999988433,182.0,2930.741825056362,0.0,1.0,3931.2707155933485,156.8,830.0,48.0,32.0
candidate_010_grid10_route_geometry,5,1.0,1.0,4982.909651961928,4988.974126198066,5174.372815639363,5235.980062503586,5297.587309367808,4844.271870787779,5144.697107730199,311.4318532476205,311.81088288737914,323.39830097746017,327.2487539064741,331.099206835488,303.3230703074026,323.3838772562445,4.567742219998036,5.202597779995995,5.347904099995503,188.4,2903.6145345682403,0.2,1.0,3882.1096519619277,159.2,861.0,48.6,32.0
candidate_011_grid10_route_geometry_limit1,5,1.0,1.0,5000.828604389682,4976.652500432459,5175.5728156393625,5237.580062503585,5299.587309367808,4871.252474004371,5163.416060157953,312.55178777435515,311.0407812770287,323.47330097746016,327.3487539064741,331.224206835488,304.4532796252732,322.87473594255005,4.411699820007198,4.822641120012849,4.886873200011905,188.8,2905.5444664161982,0.2,1.0,3898.0286043896813,159.2,863.0,48.6,32.0
candidate_012_grid10_all_channels,5,1.0,1.0,4878.197532845546,4885.034026417366,5076.038079915504,5122.400618263327,5168.7631566111495,4737.102811814346,5038.939928787747,304.88734580284665,305.31462665108535,317.252379994719,320.1500386414579,323.04769728819684,295.43438869233853,314.9337455492342,12.293225060001713,14.80283545999555,15.316424599994207,185.4,2967.2058907477563,0.0,1.0,3791.997532845546,159.2,847.0,48.0,32.0
candidate_013_grid10_route_all_channels,5,1.0,1.0,5049.73978351945,4914.785112679456,5325.240149827735,5384.2132762078145,5443.186402587893,4879.919675192852,5262.508657869178,315.6087364699656,307.174069542466,332.82750936423344,336.5133297629884,340.1991501617433,305.08300209870026,329.8202912399858,12.916453739994903,15.400929120014188,15.835259400017094,190.6,2932.6093547206065,0.2,1.0,3937.3397835194482,159.8,872.0,48.6,32.0
