seed,channel,localize_count,localize_movement_distance_m,localize_movement_time_s,clear_action_count,clear_movement_distance_m,clear_movement_time_s,first_found_virtual_time_s,cleared_virtual_time_s,found_to_clear_s,localize_source_types
321106,12,1,751.8518803594229,150.37037607188458,1,324.2780442768212,64.85560885536424,71.0,2492.9328786505453,2421.9328786505453,mec_center:1
321106,13,2,507.09806435811345,101.41961287162269,0,0.0,0,407.6196022098205,2576.2563547794366,2168.636752569616,chebyshev_center:1;mec_center:1
321106,14,1,741.1153277407948,148.22306554815896,1,11.660051034341862,2.3320102068683726,83.0,4390.462426370587,4307.462426370587,mec_center+task2_geometry:1
321106,15,2,193.4889770331756,38.697795406635116,1,11.180339887498949,2.23606797749979,89.0,3733.9417024297286,3644.9417024297286,chebyshev_center:1;mec_center:1
321106,18,5,752.9686329193402,150.59372658386803,13,91.53775502638227,18.307551005276455,1135.341883222311,3582.161046467659,2446.819163245348,centroid:1;chebyshev_center+task2_e_optimal:2;mec_center:2
321106,19,1,531.6920857906741,106.33841715813483,1,6.984847073677408,1.3969694147354816,113.0,2423.077269795181,2310.077269795181,mec_center:1
321107,1,1,282.842712474619,56.568542494923804,1,10.307764064044152,2.0615528128088303,5.0,2473.944717033561,2468.944717033561,mec_center:1
321107,2,1,515.1075202474706,103.02150404949411,1,8.03798566185123,1.607597132370246,11.0,2902.0411506350656,2891.0411506350656,chebyshev_center:1
321107,3,0,0.0,0,1,95.6882960450232,19.13765920900464,17.0,2498.0823762425657,2481.0823762425657,
321107,5,1,9.66220153317603,1.9324403066352058,1,10.84953410965782,2.1699068219315643,29.0,3264.2126573267624,3235.2126573267624,chebyshev_center:1
321107,6,0,0.0,0,1,755.1572683885125,151.0314536777025,35.0,2786.4120494532012,2751.4120494532012,
321107,7,1,204.77121379725224,40.95424275945045,1,10.307764064044152,2.0615528128088303,41.0,3780.3049079315765,3739.3049079315765,mec_center:1
321107,8,1,1429.4028926885203,285.8805785377041,1,9.69806773101362,1.939613546202724,1090.0,3632.7213432836893,2542.7213432836893,chebyshev_center:1
321107,9,1,570.7913697229949,114.15827394459897,1,5.781738906149139,1.1563477812298277,53.0,2404.3146217258286,2351.3146217258286,chebyshev_center:1
321107,10,1,285.5367752146823,57.107355042936454,1,7.905694150420947,1.5811388300841895,1450.0,3333.901151199783,1883.9011511997828,mec_center:1
321107,13,1,119.24516016431872,23.849032032863743,0,0.0,0,77.0,3249.1103101981957,3172.1103101981957,chebyshev_center:1
321107,14,1,659.914548123998,131.9829096247996,1,9.013878188659973,1.8027756377319946,83.0,3145.6727189400203,3062.6727189400203,mec_center+task2_geometry:1
321107,15,1,273.5420408449876,54.708408168997515,1,6.166023740731651,1.2332047481463302,89.0,2630.380595775499,2541.380595775499,mec_center:1
321107,16,1,400.8101103035558,80.16202206071117,1,12.028735074583764,2.405747014916753,95.0,3726.289112359317,3631.289112359317,centroid:1
321107,17,1,263.87733892852566,52.77546778570513,1,7.905694150420947,1.5811388300841895,101.0,2563.438982858355,2462.438982858355,mec_center:1
321107,18,1,287.9427961265582,57.58855922531164,0,0.0,0,107.0,3214.261278165332,3107.261278165332,chebyshev_center:1
321107,19,3,389.2294152121177,77.84588304242354,0,0.0,0,1822.0,3000.887033677489,1178.887033677489,centroid:1;chebyshev_center:2
321108,2,5,1123.8910697384893,224.77821394769785,0,0.0,0,1090.0,4815.157911433393,3725.1579114333927,chebyshev_center:2;mec_center:3
321108,3,1,621.0955066480343,124.21910132960686,1,10.566712137907654,2.113342427581531,17.0,4205.8482246572785,4188.8482246572785,centroid+task2_geometry:1
