n,full_clear_rate,clear_ratio_mean,virtual_mean_s,virtual_median_s,virtual_p90_s,virtual_p95_s,virtual_max_s,virtual_mean_ci_low_s,virtual_mean_ci_high_s,average_per_clear_mean_s,wall_runtime_mean_s
4,1.0,1.0,4912.46700275,4729.253311500001,5564.9933495,5734.45958225,5903.925815,4409.114412249999,5621.482093749999,373.7230543277191,3.623479290000546
