baseline,policy,n,mean_time_saved_s,median_time_saved_s,win_rate,mean_ci_low_s,mean_ci_high_s
B0_two_stage,A_e_optimal,100,599.2718908246546,615.9934802701896,0.93,524.6932535129288,670.5361935511738
B0_two_stage,A_expected_diameter,100,317.70906653302904,308.9401633644511,0.79,245.94270998974434,389.38207774159343
B0_two_stage,A_geometry,100,1136.463818046533,1153.6648458529098,1.0,1055.5365048038434,1214.0003720521097
B0_two_stage,B1_enroute,100,714.0019539491569,750.3485931364448,0.96,642.1398595178945,781.852237576148
B0_two_stage,B2_rolling_hard,100,668.6164628436932,694.3823393745329,0.98,603.5787479761851,735.1509724723917
B0_two_stage,B3_hybrid,100,646.4890386351976,644.0454911233701,0.95,581.204375521038,715.8537753020331
B0_two_stage,S_local_limit_1,100,650.8293427569929,688.1150232387558,0.96,588.4648855700884,715.115002620372
B0_two_stage,S_local_limit_5,100,665.8074896928166,680.514584296769,0.97,600.0164318746527,736.2095876940677
