study,n_scenarios,expected_diameter_mean_m,realized_diameter_mean_m,realized_diameter_p95_m,selected_point_shift_mean_m,selection_runtime_mean_s,candidate_count_mean,exact_evaluation_count_mean,selection_stability_within_100m,scenario_objective_rank_spearman
inside-target-disk,12,44.649852317504404,47.788352259580314,67.86361991877732,0.0,4.030565225000221,279.3333333333333,12000.0,1.0,1.0
theoretical-detectable-Cf,12,44.649852317504404,47.788352259580314,67.86361991877732,0.0,4.2199765666676585,370.1666666666667,12000.0,1.0,1.0
