strategy_a,strategy_b,win_rate_a,tie_rate,loss_rate_a,mean_improvement_m,median_improvement_m,mean_improvement_ci_low,mean_improvement_ci_high
expected_diameter,fim_e,0.6205,0.0,0.3795,140.08620768246604,28.68021652877028,114.07980030979523,166.6179456819838
expected_diameter,gdop_mean,0.4186,0.19,0.3914,-0.9473254964934408,0.0,-2.260633740758775,0.12565034419924842
expected_diameter,geometry,0.6621,0.0,0.3379,14.341710224953719,6.882347153003728,9.879660724100791,18.69379778314272
expected_diameter,random,0.8446,0.0,0.1554,534.7109236101771,241.65068353888228,481.3441855149703,588.9351465660661
