base_seed,emitter_count,directional_probability,realized_directional_count,realized_directional_fraction,strategy,all_cleared,cleared_count,virtual_time_s,within_6000,movement_time_s,movement_distance_m,measure_time_s,measure_count,no_signal_count,no_signal_rate,channel_switch_count,switch_time_s,optical_count,optical_time_s,clear_success_count,successful_clear_time_s,directional_loss_count,directional_reacquisition_count,first_clear_time_s,last_clear_time_s,post_last_clear_time_s,seen_channel_count,cost_accounting_residual_s,wall_time_s
60019,13,0.0,0,0.0,adaptive_double_ring_clear_probe,True,13,5735.895957973305,True,4138.895957973308,20694.47978986655,1275.0,255,223,0.8745098039215686,230,230.0,22,66.0,13,26.0,0,0,825.5923895158794,5414.360033909304,321.53592406400094,13,-3.637978807091713e-12,0.7836275870067766
60019,13,0.25,5,0.38461538461538464,double_ring_optical_clear_probe,True,13,6228.631560542564,False,4360.631560542564,21803.15780271282,1520.0,304,268,0.881578947368421,280,280.0,14,42.0,13,26.0,4,4,732.2660305547372,6008.817141519446,219.81441902311872,13,0.0,1.115496783007984
60019,13,0.25,5,0.38461538461538464,adaptive_double_ring_clear_probe,True,13,5993.460852880913,True,4257.460852880915,21287.30426440457,1370.0,274,242,0.8832116788321168,250,250.0,30,90.0,13,26.0,2,2,732.2660305547372,5773.646433857794,219.81441902311872,13,-1.8189894035458565e-12,0.8752421300014248
60019,13,0.5,6,0.46153846153846156,double_ring_optical_clear_probe,True,13,6228.631560542564,False,4360.631560542564,21803.15780271282,1520.0,304,268,0.881578947368421,280,280.0,14,42.0,13,26.0,4,4,732.2660305547372,6008.817141519446,219.81441902311872,13,0.0,1.1697058059944538
60019,13,0.5,6,0.46153846153846156,adaptive_double_ring_clear_probe,True,13,5993.460852880913,True,4257.460852880915,21287.30426440457,1370.0,274,242,0.8832116788321168,250,250.0,30,90.0,13,26.0,2,2,732.2660305547372,5773.646433857794,219.81441902311872,13,-1.8189894035458565e-12,0.8608175169938477
60019,13,0.75,12,0.9230769230769231,double_ring_optical_clear_probe,True,13,6811.291106664487,False,4833.291106664487,24166.455533322445,1615.0,323,287,0.8885448916408669,298,298.0,13,39.0,13,26.0,7,7,686.2871276137109,6733.193676040652,78.09743062383586,13,0.0,0.9618755939882249
60019,13,0.75,12,0.9230769230769231,adaptive_double_ring_clear_probe,True,13,6659.772566832489,False,4706.772566832488,23533.86283416247,1575.0,315,281,0.8920634920634921,289,289.0,21,63.0,13,26.0,6,6,686.2871276137109,6581.504505383757,78.26806144873262,13,9.094947017729282e-13,0.9698395890009124
60019,13,1.0,13,1.0,double_ring_optical_clear_probe,True,13,7311.002039774614,False,5069.002039774613,25345.01019887306,1835.0,367,330,0.8991825613079019,342,342.0,13,39.0,13,26.0,10,10,1434.1311761024726,7311.002039774614,0.0,13,9.094947017729282e-13,1.2569873750035185
60019,13,1.0,13,1.0,adaptive_double_ring_clear_probe,True,13,6758.107473179924,False,4676.107473179924,23380.53736589962,1700.0,340,305,0.8970588235294118,317,317.0,13,39.0,13,26.0,9,9,1417.1311761024726,6555.507858574011,202.5996146059133,13,0.0,1.0527537989983102
60019,16,0.0,0,0.0,double_ring_optical_clear_probe,True,16,5061.320290194786,True,3819.320290194787,19096.60145097393,980.0,196,154,0.7857142857142857,179,179.0,17,51.0,16,32.0,0,0,495.8132273856596,5061.320290194786,0.0,16,-9.094947017729282e-13,1.156677637991379
60019,16,0.0,0,0.0,adaptive_double_ring_clear_probe,True,16,4847.999371556336,True,3908.999371556343,19544.996857781713,680.0,136,93,0.6838235294117647,122,122.0,35,105.0,16,32.0,0,0,495.8132273856596,4847.999371556336,0.0,16,-7.275957614183426e-12,0.8425784489954822
60019,16,0.25,6,0.375,double_ring_optical_clear_probe,True,16,5753.329632762548,True,4399.329632762548,21996.648163812737,1075.0,215,171,0.7953488372093023,196,196.0,17,51.0,16,32.0,5,5,691.3759063133382,5753.329632762548,0.0,16,0.0,1.2533517090050736
60019,16,0.25,6,0.375,adaptive_double_ring_clear_probe,True,16,5114.606364032493,True,4069.6063640324974,20348.031820162494,790.0,158,116,0.7341772151898734,142,142.0,27,81.0,16,32.0,3,3,691.3759063133382,5114.606364032493,0.0,16,-4.547473508864641e-12,0.8047135020024143
60019,16,0.5,7,0.4375,double_ring_optical_clear_probe,True,16,5753.329632762548,True,4399.329632762548,21996.648163812737,1075.0,215,171,0.7953488372093023,196,196.0,17,51.0,16,32.0,5,5,691.3759063133382,5753.329632762548,0.0,16,0.0,1.260597485001199
60019,16,0.5,7,0.4375,adaptive_double_ring_clear_probe,True,16,5268.114030402014,True,4213.114030402015,21065.570152010096,800.0,160,118,0.7375,142,142.0,27,81.0,16,32.0,4,4,691.3759063133382,5268.114030402014,0.0,16,-9.094947017729282e-13,0.7681180649960879
60019,16,0.75,15,0.9375,double_ring_optical_clear_probe,True,16,6458.5380813040465,False,4804.5380813040465,24022.690406520225,1330.0,266,223,0.8383458646616542,244,244.0,16,48.0,16,32.0,9,9,686.2871276137109,6458.5380813040465,0.0,16,0.0,1.1025082029955229
60019,16,0.75,15,0.9375,adaptive_double_ring_clear_probe,True,16,6330.895517717153,False,4710.895517717154,23554.477588585763,1280.0,256,215,0.83984375,233,233.0,25,75.0,16,32.0,9,9,686.2871276137109,6330.895517717153,0.0,16,-9.094947017729282e-13,1.0783138580009108
60019,16,1.0,16,1.0,double_ring_optical_clear_probe,True,16,7235.49224959262,False,5312.492249592619,26562.4612479631,1555.0,311,266,0.8553054662379421,288,288.0,16,48.0,16,32.0,11,11,923.8329719935264,7235.49224959262,0.0,16,9.094947017729282e-13,1.3969152640056564
60019,16,1.0,16,1.0,adaptive_double_ring_clear_probe,True,16,6547.305908337247,False,4838.305908337248,24191.52954168625,1370.0,274,230,0.8394160583941606,250,250.0,19,57.0,16,32.0,10,10,917.8329719935264,6547.305908337247,0.0,16,-9.094947017729282e-13,1.2268029489932815
60020,10,0.0,0,0.0,double_ring_optical_clear_probe,True,10,5675.561631156437,True,3934.561631156441,19672.8081557822,1420.0,284,258,0.9084507042253521,259,259.0,14,42.0,10,20.0,0,0,659.9347957792635,5473.997917739809,201.56371341662816,10,-3.637978807091713e-12,0.6543669719976606
60020,10,0.0,0,0.0,adaptive_double_ring_clear_probe,True,10,5686.89168419574,True,3944.8916841957425,19724.458420978717,1415.0,283,258,0.911660777385159,259,259.0,16,48.0,10,20.0,0,0,659.9347957792635,5485.327970779112,201.56371341662816,10,-2.7284841053187847e-12,0.6831436439970275
60020,10,0.25,7,0.7,double_ring_optical_clear_probe,True,10,6074.743411575047,False,4075.7434115750475,20378.71705787523,1645.0,329,305,0.9270516717325228,304,304.0,10,30.0,10,20.0,3,3,695.6493306946153,3859.7915990366873,2214.9518125383593,10,-9.094947017729282e-13,0.7552153100114083
60020,10,0.25,7,0.7,adaptive_double_ring_clear_probe,True,10,6052.491680463373,False,4058.491680463373,20292.458402316865,1640.0,328,305,0.9298780487804879,304,304.0,10,30.0,10,20.0,4,4,695.6493306946153,3837.858723326019,2214.632957137354,10,0.0,0.7367893240007106
60020,10,0.5,8,0.8,double_ring_optical_clear_probe,True,10,6074.743411575047,False,4075.7434115750475,20378.71705787523,1645.0,329,305,0.9270516717325228,304,304.0,10,30.0,10,20.0,4,4,695.6493306946153,3859.7915990366873,2214.9518125383593,10,-9.094947017729282e-13,0.7632603669917444
60020,10,0.5,8,0.8,adaptive_double_ring_clear_probe,True,10,6052.491680463373,False,4058.491680463373,20292.458402316865,1640.0,328,305,0.9298780487804879,304,304.0,10,30.0,10,20.0,5,5,695.6493306946153,3837.858723326019,2214.632957137354,10,0.0,0.7825731449993327
60020,10,0.75,8,0.8,double_ring_optical_clear_probe,True,10,6074.743411575047,False,4075.7434115750475,20378.71705787523,1645.0,329,305,0.9270516717325228,304,304.0,10,30.0,10,20.0,4,4,695.6493306946153,3859.7915990366873,2214.9518125383593,10,-9.094947017729282e-13,0.7498391909903148
60020,10,0.75,8,0.8,adaptive_double_ring_clear_probe,True,10,6052.491680463373,False,4058.491680463373,20292.458402316865,1640.0,328,305,0.9298780487804879,304,304.0,10,30.0,10,20.0,5,5,695.6493306946153,3837.858723326019,2214.632957137354,10,0.0,0.7841543420072412
60020,10,1.0,10,1.0,double_ring_optical_clear_probe,True,10,6139.777973316187,False,4236.777973316187,21183.889866580932,1565.0,313,290,0.9265175718849841,288,288.0,10,30.0,10,20.0,5,5,696.4538486416991,4005.1120994653897,2134.665873850797,10,0.0,0.7299908799905097
60020,10,1.0,10,1.0,adaptive_double_ring_clear_probe,True,10,6077.226318873704,False,4095.226318873705,20476.131594368522,1630.0,326,304,0.9325153374233128,302,302.0,10,30.0,10,20.0,3,3,696.4538486416991,5875.662605457076,201.56371341662816,10,-9.094947017729282e-13,0.5474176360003185
60020,13,0.0,0,0.0,double_ring_optical_clear_probe,True,13,5457.7678720733375,True,4030.7678720733384,20153.839360366685,1145.0,229,195,0.851528384279476,205,205.0,17,51.0,13,26.0,0,0,659.9347957792635,3425.0848107607853,2032.6830613125521,13,-9.094947017729282e-13,0.9537371089973021
60020,13,0.0,0,0.0,adaptive_double_ring_clear_probe,True,13,5411.889167213306,True,4044.8891672133095,20224.445836066552,1090.0,218,187,0.8577981651376146,194,194.0,19,57.0,13,26.0,0,0,659.9347957792635,5267.012268881366,144.87689833193963,13,-3.637978807091713e-12,0.9787087019940373
60020,13,0.25,8,0.6153846153846154,double_ring_optical_clear_probe,True,13,5975.175790215124,True,4386.175790215123,21930.878951075614,1290.0,258,227,0.8798449612403101,234,234.0,13,39.0,13,26.0,4,4,690.4538486416991,3750.5606159094077,2224.615174305716,13,9.094947017729282e-13,0.9099007960030576
60020,13,0.25,8,0.6153846153846154,adaptive_double_ring_clear_probe,True,13,5895.412160020328,True,4252.412160020329,21262.06080010164,1335.0,267,239,0.8951310861423221,243,243.0,13,39.0,13,26.0,2,2,690.4538486416991,5895.412160020328,0.0,13,-9.094947017729282e-13,0.6787755149998702
60020,13,0.5,9,0.6923076923076923,double_ring_optical_clear_probe,True,13,5975.175790215124,True,4386.175790215123,21930.878951075614,1290.0,258,227,0.8798449612403101,234,234.0,13,39.0,13,26.0,4,4,690.4538486416991,3750.5606159094077,2224.615174305716,13,9.094947017729282e-13,0.8685010140034137
60020,13,0.5,9,0.6923076923076923,adaptive_double_ring_clear_probe,True,13,5895.412160020328,True,4252.412160020329,21262.06080010164,1335.0,267,239,0.8951310861423221,243,243.0,13,39.0,13,26.0,2,2,690.4538486416991,5895.412160020328,0.0,13,-9.094947017729282e-13,0.699901243991917
60020,13,0.75,11,0.8461538461538461,double_ring_optical_clear_probe,True,13,6203.283447012282,False,4416.2834470122825,22081.41723506141,1455.0,291,261,0.8969072164948454,267,267.0,13,39.0,13,26.0,5,5,695.6493306946153,4159.054667347979,2044.2287796643022,13,-9.094947017729282e-13,0.7977421639952809
60020,13,0.75,11,0.8461538461538461,adaptive_double_ring_clear_probe,True,13,6201.27572727839,False,4401.27572727839,22006.37863639195,1465.0,293,264,0.9010238907849829,270,270.0,13,39.0,13,26.0,7,7,695.6493306946153,4157.046947614088,2044.2287796643022,13,0.0,0.827629491002881
60020,13,1.0,13,1.0,double_ring_optical_clear_probe,True,13,6040.9314935046505,False,4385.93149350465,21929.657467523248,1345.0,269,239,0.8884758364312267,245,245.0,13,39.0,13,26.0,7,7,696.4538486416991,3816.3163191989343,2224.615174305716,13,9.094947017729282e-13,0.9219136509927921
60020,13,1.0,13,1.0,adaptive_double_ring_clear_probe,True,13,6158.973488151745,False,4499.973488151745,22499.867440758728,1350.0,270,240,0.8888888888888888,244,244.0,13,39.0,13,26.0,4,4,696.4538486416991,4168.3076143009475,1990.6658738507977,13,0.0,0.714573727993411
60020,16,0.0,0,0.0,double_ring_optical_clear_probe,True,16,2873.4449692758794,True,2103.4449692758794,10517.224846379397,575.0,115,75,0.6521739130434783,103,103.0,20,60.0,16,32.0,0,0,659.5114536367156,2873.4449692758794,0.0,16,0.0,1.3452377670037095
60020,16,0.0,0,0.0,adaptive_double_ring_clear_probe,True,16,3099.61678691298,True,2686.61678691298,13433.0839345649,285.0,57,15,0.2631578947368421,48,48.0,16,48.0,16,32.0,0,0,680.4180023976564,3099.61678691298,0.0,16,0.0,0.28996580399689265
60020,16,0.25,8,0.5,double_ring_optical_clear_probe,True,16,3829.958443895527,True,2708.958443895527,13544.792219477635,880.0,176,140,0.7954545454545454,161,161.0,16,48.0,16,32.0,3,3,689.6493306946153,3829.958443895527,0.0,16,0.0,1.2629808459896594
60020,16,0.25,8,0.5,adaptive_double_ring_clear_probe,True,16,4074.224377311746,True,2949.2243773117466,14746.121886558736,885.0,177,141,0.7966101694915254,160,160.0,16,48.0,16,32.0,5,5,689.6493306946153,4074.224377311746,0.0,16,-4.547473508864641e-13,1.2689086089958437
60020,16,0.5,10,0.625,double_ring_optical_clear_probe,True,16,4102.499876647417,True,2928.4998766474173,14642.499383237086,925.0,185,149,0.8054054054054054,169,169.0,16,48.0,16,32.0,4,4,689.6493306946153,4102.499876647417,0.0,16,0.0,1.1910755749995587
60020,16,0.5,10,0.625,adaptive_double_ring_clear_probe,True,16,4225.375511742379,True,3079.3755117423784,15396.877558711896,905.0,181,144,0.7955801104972375,161,161.0,16,48.0,16,32.0,7,7,689.6493306946153,4225.375511742379,0.0,16,0.0,1.2175652830046602
60020,16,0.75,13,0.8125,double_ring_optical_clear_probe,True,16,5491.5414626651,True,4099.5414626651,20497.7073133255,1110.0,222,184,0.8288288288288288,202,202.0,16,48.0,16,32.0,6,6,695.6493306946153,5491.5414626651,0.0,16,0.0,0.9789869689993793
60020,16,0.75,13,0.8125,adaptive_double_ring_clear_probe,True,16,4511.863936562705,True,3202.863936562706,16014.31968281353,1035.0,207,170,0.821256038647343,188,188.0,18,54.0,16,32.0,9,9,695.6493306946153,4511.863936562705,0.0,16,-9.094947017729282e-13,1.0033865910081659
60020,16,1.0,16,1.0,double_ring_optical_clear_probe,True,16,5712.558585025841,True,4290.55858502584,21452.792925129204,1135.0,227,188,0.8281938325991189,207,207.0,16,48.0,16,32.0,7,7,701.6493306946153,5712.558585025841,0.0,16,9.094947017729282e-13,0.9195397040020907
60020,16,1.0,16,1.0,adaptive_double_ring_clear_probe,True,16,4746.546070005169,True,3444.5460700051694,17222.73035002585,1035.0,207,168,0.8115942028985508,187,187.0,16,48.0,16,32.0,11,11,701.6493306946153,4746.546070005169,0.0,16,-9.094947017729282e-13,1.0148487569967983
60021,10,0.0,0,0.0,double_ring_optical_clear_probe,True,10,6213.875309698288,False,4040.875309698288,20204.37654849144,1780.0,356,331,0.9297752808988764,331,331.0,14,42.0,10,20.0,0,0,714.7760676149843,6053.640045141461,160.23526455682713,10,0.0,0.6311030880024191
60021,10,0.0,0,0.0,adaptive_double_ring_clear_probe,True,10,6174.597351035164,False,4054.5973510351646,20272.98675517583,1730.0,346,322,0.930635838150289,322,322.0,16,48.0,10,20.0,0,0,714.7760676149843,6014.362086478337,160.23526455682713,10,-9.094947017729282e-13,0.5456648890103679
60021,10,0.25,4,0.4,double_ring_optical_clear_probe,True,10,6948.524910680615,False,4607.524910680615,23037.62455340308,1920.0,384,352,0.9166666666666666,359,359.0,14,42.0,10,20.0,5,5,2581.847863893001,6948.524910680615,0.0,10,0.0,1.1252996580005856
60021,10,0.25,4,0.4,adaptive_double_ring_clear_probe,True,10,6653.134661312079,False,4455.13466131208,22275.67330656041,1795.0,359,330,0.9192200557103064,335,335.0,16,48.0,10,20.0,4,4,2533.847863893001,6653.134661312079,0.0,10,-1.8189894035458565e-12,0.9947743520024233
60021,10,0.5,5,0.5,double_ring_optical_clear_probe,True,10,6948.524910680615,False,4607.524910680615,23037.62455340308,1920.0,384,352,0.9166666666666666,359,359.0,14,42.0,10,20.0,5,5,2581.847863893001,6948.524910680615,0.0,10,0.0,1.2035532040026737
60021,10,0.5,5,0.5,adaptive_double_ring_clear_probe,True,10,6653.134661312079,False,4455.13466131208,22275.67330656041,1795.0,359,330,0.9192200557103064,335,335.0,16,48.0,10,20.0,4,4,2533.847863893001,6653.134661312079,0.0,10,-1.8189894035458565e-12,1.02409677299147
60021,10,0.75,6,0.6,double_ring_optical_clear_probe,True,10,8306.236316616829,False,5896.23631661683,29481.181583084144,1980.0,396,365,0.9217171717171717,368,368.0,14,42.0,10,20.0,6,6,2581.847863893001,8306.236316616829,0.0,10,0.0,1.0920731549995253
60021,10,0.75,6,0.6,adaptive_double_ring_clear_probe,True,10,7644.732740449968,False,5294.732740449972,26473.663702249865,1925.0,385,356,0.9246753246753247,357,357.0,16,48.0,10,20.0,5,5,2581.847863893001,7644.732740449968,0.0,10,-3.637978807091713e-12,0.9206507350027096
60021,10,1.0,10,1.0,double_ring_optical_clear_probe,True,10,8039.670529557593,False,5512.670529557592,27563.352647787975,2075.0,415,384,0.9253012048192771,390,390.0,14,42.0,10,20.0,7,7,3441.6963989775595,8039.670529557593,0.0,10,9.094947017729282e-13,1.0278183650079882
60021,10,1.0,10,1.0,adaptive_double_ring_clear_probe,True,10,7841.591164838206,False,5257.591164838206,26287.95582419104,2120.0,424,393,0.9268867924528302,396,396.0,16,48.0,10,20.0,8,8,3441.6963989775595,7841.591164838206,0.0,10,0.0,0.9979890090035042
60021,13,0.0,0,0.0,double_ring_optical_clear_probe,True,13,5917.218162389577,True,4171.218162389577,20856.090811947885,1410.0,282,246,0.8723404255319149,259,259.0,17,51.0,13,26.0,0,0,2054.9653194761454,5701.294281634653,215.92388075492363,13,0.0,1.0973037879884942
60021,13,0.0,0,0.0,adaptive_double_ring_clear_probe,True,13,5871.3740827855,True,4184.374082785501,20921.870413927507,1355.0,271,236,0.8708487084870848,249,249.0,19,57.0,13,26.0,0,0,2049.9653194761454,5655.450202030576,215.92388075492363,13,-9.094947017729282e-13,0.9407991290063364
60021,13,0.25,6,0.46153846153846156,double_ring_optical_clear_probe,True,13,7051.283880817915,False,4864.283880817914,24321.419404089578,1775.0,355,316,0.8901408450704226,335,335.0,17,51.0,13,26.0,7,7,2569.847863893001,7051.283880817915,0.0,13,9.094947017729282e-13,1.474001259994111
60021,13,0.25,6,0.46153846153846156,adaptive_double_ring_clear_probe,True,13,6801.811564711529,False,4709.811564711533,23549.05782355766,1695.0,339,303,0.8938053097345132,314,314.0,19,57.0,13,26.0,5,5,2521.847863893001,6801.811564711529,0.0,13,-3.637978807091713e-12,1.1873427859973162
60021,13,0.5,8,0.6153846153846154,double_ring_optical_clear_probe,True,13,7051.283880817915,False,4864.283880817914,24321.419404089578,1775.0,355,316,0.8901408450704226,335,335.0,17,51.0,13,26.0,7,7,2569.847863893001,7051.283880817915,0.0,13,9.094947017729282e-13,1.5142494739993708
60021,13,0.5,8,0.6153846153846154,adaptive_double_ring_clear_probe,True,13,6801.811564711529,False,4709.811564711533,23549.05782355766,1695.0,339,303,0.8938053097345132,314,314.0,19,57.0,13,26.0,5,5,2521.847863893001,6801.811564711529,0.0,13,-3.637978807091713e-12,1.2133421100006672
60021,13,0.75,9,0.6923076923076923,double_ring_optical_clear_probe,True,13,8404.995286754129,False,6152.99528675413,30764.976433770647,1835.0,367,329,0.896457765667575,340,340.0,17,51.0,13,26.0,8,8,2569.847863893001,8404.995286754129,0.0,13,0.0,1.3378810459980741
60021,13,0.75,9,0.6923076923076923,adaptive_double_ring_clear_probe,True,13,7799.40964384942,False,5549.409643849423,27747.048219247117,1830.0,366,330,0.9016393442622951,337,337.0,19,57.0,13,26.0,6,6,2569.847863893001,7799.40964384942,0.0,13,-3.637978807091713e-12,1.1167207089893054
60021,13,1.0,13,1.0,double_ring_optical_clear_probe,True,13,8147.026052740257,False,5720.026052740256,28600.130263701296,1980.0,396,358,0.9040404040404041,370,370.0,17,51.0,13,26.0,9,9,3411.6963989775595,8147.026052740257,0.0,13,9.094947017729282e-13,1.2098214629950235
60021,13,1.0,13,1.0,adaptive_double_ring_clear_probe,True,13,7982.796412320862,False,5481.796412320862,27408.98206160433,2040.0,408,370,0.9068627450980392,378,378.0,19,57.0,13,26.0,10,10,3411.6963989775595,7982.796412320862,0.0,13,0.0,1.2140950800094288
60021,16,0.0,0,0.0,double_ring_optical_clear_probe,True,16,5097.687059350701,True,3817.6870593507024,19088.43529675351,1005.0,201,158,0.7860696517412935,183,183.0,20,60.0,16,32.0,0,0,960.4714936975175,5097.687059350701,0.0,16,-1.8189894035458565e-12,1.3345735400071135
60021,16,0.0,0,0.0,adaptive_double_ring_clear_probe,True,16,4207.098626296505,True,3180.0986262965057,15900.493131482517,780.0,156,112,0.717948717948718,146,146.0,23,69.0,16,32.0,0,0,960.4714936975175,4207.098626296505,0.0,16,0.0,0.7831112550047692
60021,16,0.25,6,0.375,double_ring_optical_clear_probe,True,16,6909.366873265728,False,5099.366873265728,25496.834366328643,1460.0,292,246,0.8424657534246576,270,270.0,16,48.0,16,32.0,5,5,768.9996319289457,6909.366873265728,0.0,16,0.0,0.8890184920019237
60021,16,0.25,6,0.375,adaptive_double_ring_clear_probe,True,16,6050.922192014123,False,4363.922192014128,21819.610960070626,1320.0,264,220,0.8333333333333334,242,242.0,31,93.0,16,32.0,6,6,762.9996319289457,6050.922192014123,0.0,16,-5.4569682106375694e-12,0.8126202170096803
60021,16,0.5,9,0.5625,double_ring_optical_clear_probe,True,16,6964.971757558669,False,5094.971757558669,25474.85878779335,1510.0,302,257,0.8509933774834437,280,280.0,16,48.0,16,32.0,6,6,768.9996319289457,6964.971757558669,0.0,16,0.0,0.8984519669902511
60021,16,0.5,9,0.5625,adaptive_double_ring_clear_probe,True,16,6543.669593367045,False,4652.66959336705,23263.347966835245,1490.0,298,256,0.8590604026845637,276,276.0,31,93.0,16,32.0,6,6,762.9996319289457,6543.669593367045,0.0,16,-4.547473508864641e-12,0.9625563459994737
60021,16,0.75,11,0.6875,double_ring_optical_clear_probe,True,16,8083.144249953153,False,5935.144249953153,29675.72124976578,1735.0,347,301,0.8674351585014409,321,321.0,20,60.0,16,32.0,10,10,986.1913384514962,8083.144249953153,0.0,16,0.0,1.0979086259903852
60021,16,0.75,11,0.6875,adaptive_double_ring_clear_probe,True,16,7728.516714617743,False,5716.516714617743,28582.58357308873,1620.0,324,280,0.8641975308641975,294,294.0,22,66.0,16,32.0,10,10,974.1913384514962,7728.516714617743,0.0,16,0.0,0.741908705997048
60021,16,1.0,16,1.0,double_ring_optical_clear_probe,True,16,8092.7009171146465,False,5872.700917114646,29363.504585573242,1795.0,359,313,0.871866295264624,333,333.0,20,60.0,16,32.0,10,10,1548.579595398122,8092.7009171146465,0.0,16,9.094947017729282e-13,1.347610288998112
60021,16,1.0,16,1.0,adaptive_double_ring_clear_probe,True,16,7212.468257971428,False,5027.468257971426,25137.34128985715,1760.0,352,304,0.8636363636363636,327,327.0,22,66.0,16,32.0,11,11,1548.579595398122,7212.468257971428,0.0,16,1.8189894035458565e-12,1.394142377001117
60022,10,0.0,0,0.0,double_ring_optical_clear_probe,True,10,5882.618013777472,True,3937.6180137774727,19688.090068887363,1600.0,320,292,0.9125,295,295.0,10,30.0,10,20.0,0,0,712.7713827501017,5708.539717616155,174.07829616131676,10,-9.094947017729282e-13,0.6348221740045119
60022,10,0.0,0,0.0,adaptive_double_ring_clear_probe,True,10,5759.604589849095,True,3910.6045898490947,19553.022949245475,1520.0,304,280,0.9210526315789473,279,279.0,10,30.0,10,20.0,0,0,698.2521000859199,5079.596396482036,680.008193367059,10,0.0,0.5925617369939573
60022,10,0.25,2,0.2,double_ring_optical_clear_probe,True,10,6036.108173288623,False,4049.108173288624,20245.54086644312,1635.0,327,298,0.9113149847094801,302,302.0,10,30.0,10,20.0,1,1,718.7713827501017,5862.029877127307,174.07829616131585,10,-9.094947017729282e-13,0.5511351029999787
60022,10,0.25,2,0.2,adaptive_double_ring_clear_probe,True,10,5880.714893200452,True,3953.71489320045,19768.574466002254,1565.0,313,288,0.9201277955271565,288,288.0,18,54.0,10,20.0,0,0,704.2521000859199,5200.706699833393,680.008193367059,10,1.8189894035458565e-12,0.5907315949880285
60022,10,0.5,8,0.8,double_ring_optical_clear_probe,True,10,7032.24567829641,False,4559.245678296412,22796.228391482047,2020.0,404,376,0.9306930693069307,379,379.0,18,54.0,10,20.0,2,2,710.2521000859199,7032.24567829641,0.0,10,-1.8189894035458565e-12,0.7121575439959997
60022,10,0.5,8,0.8,adaptive_double_ring_clear_probe,True,10,6780.627758459432,False,4516.627758459432,22583.13879229715,1835.0,367,344,0.9373297002724795,343,343.0,22,66.0,10,20.0,0,0,704.2521000859199,6553.573791572516,227.053966886916,10,0.0,0.3639041080023162
60022,10,0.75,9,0.9,double_ring_optical_clear_probe,True,10,7032.24567829641,False,4559.245678296412,22796.228391482047,2020.0,404,376,0.9306930693069307,379,379.0,18,54.0,10,20.0,3,3,710.2521000859199,7032.24567829641,0.0,10,-1.8189894035458565e-12,0.7282348000007914
60022,10,0.75,9,0.9,adaptive_double_ring_clear_probe,True,10,6780.627758459432,False,4516.627758459432,22583.13879229715,1835.0,367,344,0.9373297002724795,343,343.0,22,66.0,10,20.0,0,0,704.2521000859199,6553.573791572516,227.053966886916,10,0.0,0.3443329510046169
60022,10,1.0,10,1.0,double_ring_optical_clear_probe,True,10,8514.724788030853,False,5978.724788030855,29893.623940154263,2075.0,415,388,0.9349397590361446,387,387.0,18,54.0,10,20.0,4,4,710.2521000859199,8514.724788030853,0.0,10,-1.8189894035458565e-12,0.5873807129974011
60022,10,1.0,10,1.0,adaptive_double_ring_clear_probe,True,10,7809.781361460919,False,5410.781361460919,27053.90680730459,1950.0,390,367,0.941025641025641,363,363.0,22,66.0,10,20.0,1,1,704.2521000859199,7809.781361460919,0.0,10,0.0,0.3501910670020152
60022,13,0.0,0,0.0,double_ring_optical_clear_probe,True,13,6220.073081092279,False,4554.07308109228,22770.365405461394,1350.0,270,236,0.8740740740740741,245,245.0,15,45.0,13,26.0,0,0,706.7713827501017,6220.073081092279,0.0,13,-9.094947017729282e-13,0.7976618929969845
60022,13,0.0,0,0.0,adaptive_double_ring_clear_probe,True,13,5524.070007644804,True,4011.0700076448024,20055.350038224013,1225.0,245,214,0.8734693877551021,220,220.0,14,42.0,13,26.0,0,0,692.2521000859199,4898.061814277745,626.008193367059,13,9.094947017729282e-13,0.6881907089991728
60022,13,0.25,2,0.15384615384615385,double_ring_optical_clear_probe,True,13,6335.885877609253,False,4555.885877609254,22779.429388046265,1445.0,289,255,0.8823529411764706,264,264.0,15,45.0,13,26.0,2,2,712.7713827501017,6335.885877609253,0.0,13,-9.094947017729282e-13,0.7851433379983064
60022,13,0.25,2,0.15384615384615385,adaptive_double_ring_clear_probe,True,13,5645.180310996161,True,4054.180310996159,20270.901554980795,1270.0,254,222,0.8740157480314961,229,229.0,22,66.0,13,26.0,0,0,698.2521000859199,5019.172117629102,626.008193367059,13,2.7284841053187847e-12,0.6478486349951709
60022,13,0.5,9,0.6923076923076923,double_ring_optical_clear_probe,True,13,7477.1297870272465,False,5474.129787027247,27370.64893513624,1630.0,326,292,0.8957055214723927,299,299.0,16,48.0,13,26.0,5,5,704.2521000859199,7477.1297870272465,0.0,13,-9.094947017729282e-13,0.8329681600007461
60022,13,0.5,9,0.6923076923076923,adaptive_double_ring_clear_probe,True,13,6537.41111166466,False,4597.411111664661,22987.055558323307,1550.0,310,281,0.9064516129032258,286,286.0,26,78.0,13,26.0,1,1,698.2521000859199,6537.41111166466,0.0,13,-9.094947017729282e-13,0.45344150900200475
60022,13,0.75,12,0.9230769230769231,double_ring_optical_clear_probe,True,13,7801.414725803531,False,5411.414725803531,27057.073629017657,1940.0,388,352,0.9072164948453608,361,361.0,21,63.0,13,26.0,5,5,710.2521000859199,7801.414725803531,0.0,13,0.0,1.2266175450058654
