base_seed,emitter_count,directional_probability,realized_directional_count,realized_directional_fraction,strategy,all_cleared,cleared_count,virtual_time_s,within_6000,movement_time_s,movement_distance_m,measure_time_s,measure_count,no_signal_count,no_signal_rate,channel_switch_count,switch_time_s,optical_count,optical_time_s,clear_success_count,successful_clear_time_s,directional_loss_count,directional_reacquisition_count,first_clear_time_s,last_clear_time_s,post_last_clear_time_s,seen_channel_count,cost_accounting_residual_s,wall_time_s
60002,13,1.0,13,1.0,double_ring_optical_clear_probe,True,13,8254.623214261488,False,5951.623214261489,29758.116071307442,1885.0,377,345,0.9151193633952255,353,353.0,13,39.0,13,26.0,7,7,945.4261633232749,8254.623214261488,0.0,13,-1.8189894035458565e-12,0.9425802780024242
60002,13,1.0,13,1.0,adaptive_double_ring_clear_probe,True,13,6845.104217420015,False,4804.104217420016,24020.52108710008,1655.0,331,302,0.9123867069486404,306,306.0,18,54.0,13,26.0,4,4,939.4261633232749,5843.717923342854,1001.3862940771605,13,-9.094947017729282e-13,0.6725040720048128
60002,16,0.0,0,0.0,double_ring_optical_clear_probe,True,16,5192.676147765834,True,3830.676147765834,19153.380738829175,1085.0,217,174,0.8018433179723502,197,197.0,16,48.0,16,32.0,0,0,713.7353682491214,5192.676147765834,0.0,16,0.0,1.2752974500035634
60002,16,0.0,0,0.0,adaptive_double_ring_clear_probe,True,16,4261.156533332831,True,3316.156533332831,16580.78266666415,710.0,142,100,0.704225352112676,128,128.0,25,75.0,16,32.0,0,0,713.7353682491214,4261.156533332831,0.0,16,0.0,0.7750350490096025
60002,16,0.25,4,0.25,double_ring_optical_clear_probe,True,16,6075.560199037111,False,4542.560199037109,22712.80099518555,1230.0,246,204,0.8292682926829268,223,223.0,16,48.0,16,32.0,0,0,713.7353682491214,6075.560199037111,0.0,16,1.8189894035458565e-12,1.0923352980025811
60002,16,0.25,4,0.25,adaptive_double_ring_clear_probe,True,16,5010.341715748232,True,3802.341715748234,19011.70857874116,935.0,187,147,0.786096256684492,166,166.0,25,75.0,16,32.0,1,1,713.7353682491214,5010.341715748232,0.0,16,-2.7284841053187847e-12,0.975399066999671
60002,16,0.5,5,0.3125,double_ring_optical_clear_probe,True,16,6138.697015645938,False,4532.697015645937,22663.485078229685,1290.0,258,216,0.8372093023255814,236,236.0,16,48.0,16,32.0,1,1,713.7353682491214,6138.697015645938,0.0,16,9.094947017729282e-13,1.1441497720079497
60002,16,0.5,5,0.3125,adaptive_double_ring_clear_probe,True,16,5009.800112429525,True,3801.800112429527,19009.000562147627,935.0,187,149,0.7967914438502673,166,166.0,25,75.0,16,32.0,1,1,713.7353682491214,5009.800112429525,0.0,16,-1.8189894035458565e-12,0.9972226989921182
60002,16,0.75,9,0.5625,double_ring_optical_clear_probe,True,16,6689.108109014629,False,4926.108109014628,24630.540545073138,1420.0,284,245,0.8626760563380281,263,263.0,16,48.0,16,32.0,4,4,713.7353682491214,6689.108109014629,0.0,16,9.094947017729282e-13,1.0201074270007666
60002,16,0.75,9,0.5625,adaptive_double_ring_clear_probe,True,16,6333.5678870952825,False,4676.5678870952825,23382.83943547641,1335.0,267,228,0.8539325842696629,239,239.0,17,51.0,16,32.0,5,5,713.7353682491214,6333.5678870952825,0.0,16,0.0,0.9141771159920609
60002,16,1.0,16,1.0,double_ring_optical_clear_probe,True,16,7963.294313040693,False,5877.294313040691,29386.47156520345,1695.0,339,297,0.8761061946902655,311,311.0,16,48.0,16,32.0,9,9,1157.3504994220334,7963.294313040693,0.0,16,1.8189894035458565e-12,1.010942248001811
60002,16,1.0,16,1.0,adaptive_double_ring_clear_probe,True,16,6859.016457978703,False,5086.016457978703,25430.082289893522,1430.0,286,242,0.8461538461538461,260,260.0,17,51.0,16,32.0,9,9,976.3980648418619,6859.016457978703,0.0,16,0.0,0.8066618939919863
