scenario_id,strategy,s2_x,s2_y,selection_objective,selection_runtime_s,candidate_count,exact_objective_evaluation_count,search_levels
6,expected_diameter,162.5,-1637.5,11.84186804573206,3.02282182800991,234,12400,"[{""level"": 1, ""step_m"": 250.0, ""candidate_count"": 57, ""exact_candidate_count"": 10, ""best_x"": 200.0, ""best_y"": -1550.0, ""best_objective"": 14.56944033629119, ""runtime_s"": 0.7655351599969435}, {""level"": 2, ""step_m"": 100.0, ""candidate_count"": 131, ""exact_candidate_count"": 10, ""best_x"": 137.5, ""best_y"": -1612.5, ""best_objective"": 12.090177933633187, ""runtime_s"": 1.0277024790120777}, {""level"": 3, ""step_m"": 50.0, ""candidate_count"": 45, ""exact_candidate_count"": 10, ""best_x"": 162.5, ""best_y"": -1637.5, ""best_objective"": 11.84186804573206, ""runtime_s"": 0.7974338619969785}]"
6,geometry,362.5,-1737.5,0.005486974572360451,0.008851637991028838,216,0,"[{""level"": 1, ""step_m"": 250.0, ""candidate_count"": 57, ""best_x"": 200.0, ""best_y"": -1550.0, ""best_objective"": 0.004896728788426026, ""runtime_s"": 0.0029168280016165227}, {""level"": 2, ""step_m"": 100.0, ""candidate_count"": 107, ""best_x"": 237.5, ""best_y"": -1662.5, ""best_objective"": 0.00550700119181986, ""runtime_s"": 0.003687463002279401}, {""level"": 3, ""step_m"": 50.0, ""candidate_count"": 52, ""best_x"": 362.5, ""best_y"": -1737.5, ""best_objective"": 0.005486974572360451, ""runtime_s"": 0.002213231011410244}]"
6,gdop_mean,162.5,-1637.5,3.0941050244731008,0.3579098350019194,233,0,"[{""level"": 1, ""step_m"": 250.0, ""candidate_count"": 57, ""best_x"": 200.0, ""best_y"": -1550.0, ""best_objective"": 3.647519202850731, ""runtime_s"": 0.04685246999724768}, {""level"": 2, ""step_m"": 100.0, ""candidate_count"": 131, ""best_x"": 187.5, ""best_y"": -1662.5, ""best_objective"": 3.117778425263743, ""runtime_s"": 0.23151381099887658}, {""level"": 3, ""step_m"": 50.0, ""candidate_count"": 45, ""best_x"": 162.5, ""best_y"": -1637.5, ""best_objective"": 3.0941050244731008, ""runtime_s"": 0.079492239994579}]"
6,fim_e,362.5,-1487.5,0.30897787712396046,0.34398480199160986,218,0,"[{""level"": 1, ""step_m"": 250.0, ""candidate_count"": 57, ""best_x"": 200.0, ""best_y"": -1550.0, ""best_objective"": 0.18055966336174106, ""runtime_s"": 0.04485790600301698}, {""level"": 2, ""step_m"": 100.0, ""candidate_count"": 107, ""best_x"": 387.5, ""best_y"": -1562.5, ""best_objective"": 0.2503438590756745, ""runtime_s"": 0.17868402499880176}, {""level"": 3, ""step_m"": 50.0, ""candidate_count"": 54, ""best_x"": 362.5, ""best_y"": -1487.5, ""best_objective"": 0.30897787712396046, ""runtime_s"": 0.12017885899695102}]"
6,random,450.0,-550.0,0.0,0.002260488996398635,57,0,[]
7,expected_diameter,-387.5,-887.5,55.31576588002438,3.2742624200036516,332,12400,"[{""level"": 1, ""step_m"": 250.0, ""candidate_count"": 126, ""exact_candidate_count"": 10, ""best_x"": 700.0, ""best_y"": -1050.0, ""best_objective"": 55.86432407830439, ""runtime_s"": 0.840497739991406}, {""level"": 2, ""step_m"": 100.0, ""candidate_count"": 147, ""exact_candidate_count"": 10, ""best_x"": -362.5, ""best_y"": -912.5, ""best_objective"": 55.22940068885223, ""runtime_s"": 0.9892893529904541}, {""level"": 3, ""step_m"": 50.0, ""candidate_count"": 58, ""exact_candidate_count"": 10, ""best_x"": -387.5, ""best_y"": -887.5, ""best_objective"": 55.31576588002438, ""runtime_s"": 0.8094177849998232}]"
7,geometry,412.5,-987.5,0.001314861368307358,0.010782426994410343,347,0,"[{""level"": 1, ""step_m"": 250.0, ""candidate_count"": 126, ""best_x"": 450.0, ""best_y"": -1050.0, ""best_objective"": 0.0013012930216790958, ""runtime_s"": 0.003980381996370852}, {""level"": 2, ""step_m"": 100.0, ""candidate_count"": 133, ""best_x"": 437.5, ""best_y"": -962.5, ""best_objective"": 0.0013100270836171484, ""runtime_s"": 0.004019775995402597}, {""level"": 3, ""step_m"": 50.0, ""candidate_count"": 88, ""best_x"": 412.5, ""best_y"": -987.5, ""best_objective"": 0.001314861368307358, ""runtime_s"": 0.002745526988292113}]"
7,gdop_mean,662.5,-987.5,14.004190048224482,0.5673602510069031,356,0,"[{""level"": 1, ""step_m"": 250.0, ""candidate_count"": 126, ""best_x"": -300.0, ""best_y"": -800.0, ""best_objective"": 14.705388865548318, ""runtime_s"": 0.15022077300818637}, {""level"": 2, ""step_m"": 100.0, ""candidate_count"": 147, ""best_x"": 587.5, ""best_y"": -1012.5, ""best_objective"": 14.130202501032727, ""runtime_s"": 0.26711839500057977}, {""level"": 3, ""step_m"": 50.0, ""candidate_count"": 83, ""best_x"": 662.5, ""best_y"": -987.5, ""best_objective"": 14.004190048224482, ""runtime_s"": 0.14996553500532173}]"
7,fim_e,212.5,-87.5,0.048650245252980145,0.3824301220010966,329,0,"[{""level"": 1, ""step_m"": 250.0, ""candidate_count"": 126, ""best_x"": 200.0, ""best_y"": -50.0, ""best_objective"": 0.029333799977796244, ""runtime_s"": 0.08648738500778563}, {""level"": 2, ""step_m"": 100.0, ""candidate_count"": 143, ""best_x"": 287.5, ""best_y"": -62.5, ""best_objective"": 0.032991412253317656, ""runtime_s"": 0.2141858700051671}, {""level"": 3, ""step_m"": 50.0, ""candidate_count"": 60, ""best_x"": 212.5, ""best_y"": -87.5, ""best_objective"": 0.048650245252980145, ""runtime_s"": 0.08165237799403258}]"
7,random,950.0,-1050.0,0.0,0.0015089359949342906,126,0,[]
