baseline,policy,n,mean_time_saved_s,median_time_saved_s,win_rate,mean_ci_low_s,mean_ci_high_s
champion_000_geometry_baseline,candidate_002_grid10,5,405.7882857014416,530.7500476632458,1.0,199.66334453475991,570.985650699934
champion_000_geometry_baseline,candidate_003_grid10_travel3e5,5,227.5406697185903,225.30328212643417,0.8,-74.19699308601939,491.0228036717157
champion_000_geometry_baseline,candidate_004_grid10_travel1e4,5,-126.23153436173706,-121.52481246425486,0.4,-410.5458132308049,157.9233020959313
champion_000_geometry_baseline,candidate_005_grid10_offset250,5,555.790059874349,695.5095989450319,1.0,343.47985962774146,726.9223760303078
champion_000_geometry_baseline,candidate_006_grid10_offset750,5,629.2952187890902,652.8048108781268,1.0,433.24018221570094,801.5316630217372
champion_000_geometry_baseline,candidate_007_grid10_coverage_first,5,612.2290364856262,483.3624875414862,1.0,443.2934679103819,825.3303789849808
champion_000_geometry_baseline,candidate_008_grid10_limit1,5,527.6166718623459,580.7394869046539,1.0,387.7697647385497,667.463578986142
