policy,n,full_clear_rate,clear_ratio_mean,virtual_mean_s,virtual_median_s,virtual_p90_s,virtual_p95_s,virtual_max_s,virtual_mean_ci_low_s,virtual_mean_ci_high_s,average_per_clear_mean_s,average_per_clear_median_s,average_per_clear_p90_s,average_per_clear_p95_s,average_per_clear_max_s,average_per_clear_mean_ci_low_s,average_per_clear_mean_ci_high_s,wall_mean_s,wall_p95_s,wall_max_s,action_count_mean,found_to_clear_mean_s,failed_clear_count_mean,coverage_complete_rate,movement_s_mean,switching_s_mean,measurement_s_mean,optical_s_mean,laser_s_mean
candidate_019_grid10_center_approach,5,1.0,1.0,4793.8513950646775,4764.464545841016,4907.919510925919,4917.891377790138,4927.863244654358,4712.463018966106,4876.697000555332,299.61571219154234,297.7790341150635,306.74496943286994,307.3682111118836,307.99145279089737,294.5289386853816,304.79356253470814,8.058076780004194,10.390547020011581,10.900893500016537,190.6,2833.660111878253,3.0,1.0,3691.6513950646777,155.2,858.0,57.0,32.0
candidate_028_grid10_center_adaptive16,5,1.0,1.0,5380.262440320902,5480.1796773494,5656.690820172136,5664.549677866277,5672.408535560418,5088.152851145571,5610.386190835791,336.2664025200564,342.5112298343375,353.5431762607585,354.03435486664233,354.52553347252615,318.02834430640917,351.1403155331207,8.014141219999875,10.483329500013497,11.072000200016191,177.4,2732.88325906762,15.2,1.0,4386.062440320902,137.6,731.0,93.6,32.0
candidate_029_grid10_center_adaptive32,5,1.0,1.0,5481.924502528239,5464.790871209328,5993.6027283865915,6120.7035431134655,6247.80435784034,4998.265216041255,5934.598963187936,342.62028140801493,341.549429450583,374.60017052416197,382.5439714445916,390.48777236502127,312.3915760025785,370.5722693226067,7.987658039998496,10.20717261999962,10.440366900002118,203.4,2826.205293254291,48.6,1.0,4428.52450252824,133.6,694.0,193.8,32.0
candidate_030_grid10_center_adaptive64,5,1.0,1.0,5729.7143379722165,5618.605611855611,6337.058784086323,6357.064225353565,6377.069666620808,5234.435590641633,6204.892928067069,358.10714612326353,351.16285074097567,396.06617400539517,397.3165140845978,398.5668541638005,327.1821298109431,386.58537332083023,10.281100960011827,15.389900400000624,16.394576899998356,230.6,2936.6758584595373,78.8,1.0,4601.114337972218,133.2,679.0,284.4,32.0
candidate_031_grid10_center_adaptive128,5,1.0,1.0,5813.120636695231,5688.452293927143,6515.93809857283,6595.569978002242,6675.2018574316535,5276.879526828638,6357.363749443329,363.32003979345194,355.5282683704464,407.2461311608019,412.22312362514015,417.20011608947834,328.9318869008957,394.9117616169955,13.868697020004038,26.373412119998825,29.349827500001993,258.2,2967.154529517929,107.4,1.0,4604.120636695231,132.8,674.0,370.2,32.0
