baseline,policy,n,mean_time_saved_s,median_time_saved_s,win_rate,mean_ci_low_s,mean_ci_high_s
B0_two_stage,A_e_optimal,20,852.8862901317359,1018.6493966574658,0.95,656.0450702748382,1039.671395197312
B0_two_stage,A_expected_diameter,20,457.8809668251997,572.6402311177999,0.65,216.81869829930488,688.7094951122879
B0_two_stage,A_geometry,20,1525.6844124956788,1519.7103017715403,1.0,1340.282163291077,1719.8962590192407
B0_two_stage,B1_enroute,20,878.1253223102287,627.1178777300947,1.0,686.50656936874,1094.185536577082
B0_two_stage,B2_rolling_hard,20,909.6399423127347,933.5140030636694,0.95,692.9835746198163,1128.3353523936905
B0_two_stage,B3_hybrid,20,978.5523557836055,1024.3856414625025,1.0,770.2051718877303,1183.5723365276435
B0_two_stage,S_local_limit_1,20,885.4434735820939,793.4203038330852,1.0,717.4154263650547,1060.279554621757
B0_two_stage,S_local_limit_5,20,907.283933108711,925.6411902481082,0.95,676.9949639648784,1132.5043843143067
