policy,n,full_clear_rate,clear_ratio_mean,virtual_mean_s,virtual_median_s,virtual_p90_s,virtual_p95_s,virtual_max_s,virtual_mean_ci_low_s,virtual_mean_ci_high_s,average_per_clear_mean_s,average_per_clear_median_s,average_per_clear_p90_s,average_per_clear_p95_s,average_per_clear_max_s,average_per_clear_mean_ci_low_s,average_per_clear_mean_ci_high_s,wall_mean_s,wall_p95_s,wall_max_s,action_count_mean,found_to_clear_mean_s,failed_clear_count_mean,coverage_complete_rate,movement_s_mean,switching_s_mean,measurement_s_mean,optical_s_mean,laser_s_mean
A_e_optimal,20,1.0,1.0,6189.664697467839,6216.053203390087,6554.6150260541945,6605.007678813715,6825.293286306488,6043.761604347384,6334.5984946114,386.8540435917399,388.50332521188045,409.66343912838715,412.8129799258572,426.5808303941555,377.66810650675006,395.6360613870945,4.764420305000385,6.253553849988386,7.897128899989184,231.7,3592.246593930943,19.4,1.0,4902.564697467839,167.4,981.5,106.2,32.0
A_expected_diameter,20,1.0,1.0,6584.670020774375,6648.480467278513,7066.062022308943,7096.0466461048645,7113.391085686559,6410.866398741118,6753.772238373512,411.54187629839845,415.53002920490707,441.6288763943089,443.50291538155403,444.5869428554099,401.12275486888024,421.790341126052,3.823574634999386,4.39670442998613,4.870853800006444,219.15,3756.781944375312,7.55,1.0,5341.070020774374,162.95,978.0,70.65,32.0
A_geometry,20,1.0,1.0,5516.866575103895,5560.2690770214795,5793.647654631918,5886.337960476861,6070.129006956934,5408.071289047133,5625.599279865395,344.80416094399345,347.51681731384247,362.1029784144949,367.8961225298038,379.3830629348084,338.1177452307281,351.4744582390781,2.9578559999950813,3.8173725500018922,4.179589500010479,201.75,3294.6935024124264,0.25,1.0,4345.1665751038945,163.45,927.5,48.75,32.0
B0_two_stage,20,1.0,1.0,7042.550987599573,7069.811360397956,7650.284984018296,7688.277546939267,7747.466957400725,6866.015475859409,7225.333927356415,440.1594367249733,441.8632100248723,478.1428115011435,480.5173466837042,484.2166848375453,428.64121971241343,451.5126141295378,4.875605075003113,5.961016250026296,6.476166100008413,175.65,4022.661539608719,9.0,1.0,6080.150987599574,102.15,753.25,75.0,32.0
B1_enroute,20,1.0,1.0,6164.425665289345,6161.963471480617,6566.397612807727,6728.286759598687,7087.78657799186,5985.677071623185,6347.6293944454,385.27660408058404,385.12271696753857,410.3998508004829,420.51792247491795,442.98666112449126,373.6860530372543,396.9289607207328,3.233330735001073,3.7507596100054803,4.181442300003255,221.35,3567.0735947998364,8.2,1.0,4910.475665289346,163.6,985.75,72.6,32.0
B2_rolling_hard,20,1.0,1.0,6132.911045286839,6022.552025076776,6598.9827137522625,6902.818554817364,7186.841665465027,5963.009682154968,6320.02039183832,383.30694033042744,376.4095015672985,412.4364196095164,431.42615967608526,449.1776040915642,372.83199533723246,395.96366069564414,3.619900454999879,4.323105780006154,4.523148800013587,220.7,3634.187698800236,7.35,1.0,4875.06104528684,169.05,986.75,70.05,32.0
B3_hybrid,20,1.0,1.0,6063.998631815969,6097.316916754198,6401.514294671442,6428.126212926152,6466.905158806768,5938.5997156427775,6190.341411692405,378.99991448849806,381.0823072971374,400.09464341696514,401.7578883078845,404.181572425423,370.52893136468765,386.7638700314707,3.98587751500163,5.095520775002661,5.234531900001457,220.9,3601.913016981177,7.65,1.0,4805.648631815969,169.15,986.25,70.95,32.0
S_local_limit_1,20,1.0,1.0,6157.107514017479,6085.180168881295,6543.071286203912,6586.121588921167,7078.831756822375,6021.606730960093,6303.399098998775,384.81921962609243,380.3237605550809,408.9419553877445,411.63259930757295,442.4269848013984,376.3008550534981,394.70270643411817,3.568704879999859,4.27979001000931,4.394654700008687,220.9,3622.601210984851,7.95,1.0,4901.75751401748,166.75,984.75,71.85,32.0
S_local_limit_5,20,1.0,1.0,6135.267054490863,6146.778000099033,6576.6116490714785,6667.430333259115,6672.027279320167,5971.831022538701,6289.489067124964,383.45419090567896,384.1736250061896,411.0382280669674,416.7143958286947,417.0017049575104,373.5363009138421,393.5171982537669,4.119246985000791,5.060393405002833,5.662910099985311,219.65,3556.580921245033,7.65,1.0,4886.417054490864,165.9,980.0,70.95,32.0
